cause_name,age,age_name,incidence,cluster_3,cluster_4,cause_outline,incidence_rate
Migraine,95,95-99 years,-1.21023986879599,Adult,Adult (early),B.5.6.1,2.48182548770477e-4
Motor neuron disease,0,0-1 years,0.2029040686665971,Ageing-related,Adult (late),B.5.5,1.2451611770829558e-5
Motor neuron disease,1,1-4 years,-0.9012340194346904,Ageing-related,Adult (late),B.5.5,6.752968774405133e-6
Motor neuron disease,5,5-9 years,-0.9976730712364698,Ageing-related,Adult (late),B.5.5,2.0268148957504845e-6
Motor neuron disease,10,10-14 years,-0.9892832229362476,Ageing-related,Adult (late),B.5.5,1.199151106130836e-6
Motor neuron disease,15,15-19 years,-0.9612668827215135,Ageing-related,Adult (late),B.5.5,1.0040401566529381e-6
Motor neuron disease,20,20-24 years,-0.9605362501366576,Ageing-related,Adult (late),B.5.5,1.103851871647514e-6
Motor neuron disease,25,25-29 years,-0.9652026456237262,Ageing-related,Adult (late),B.5.5,1.7159840185645265e-6
Motor neuron disease,30,30-34 years,-0.9287267685951486,Ageing-related,Adult (late),B.5.5,2.6454059167794617e-6
Motor neuron disease,35,35-39 years,-0.850099147005213,Ageing-related,Adult (late),B.5.5,4.119188876262413e-6
Motor neuron disease,40,40-44 years,-0.6973003637081249,Ageing-related,Adult (late),B.5.5,5.9826367402749545e-6
Motor neuron disease,45,45-49 years,-0.457996525318224,Ageing-related,Adult (late),B.5.5,7.812686952211008e-6
Motor neuron disease,50,50-54 years,-0.1059929250106089,Ageing-related,Adult (late),B.5.5,1.0715859923048221e-5
Motor neuron disease,55,55-59 years,0.4413300610189587,Ageing-related,Adult (late),B.5.5,1.587969374347883e-5
Motor neuron disease,60,60-64 years,0.9905622919098603,Ageing-related,Adult (late),B.5.5,2.211731704528712e-5
Motor neuron disease,65,65-69 years,1.528469803141862,Ageing-related,Adult (late),B.5.5,2.9851029353032076e-5
Motor neuron disease,70,70-74 years,1.931293715818645,Ageing-related,Adult (late),B.5.5,3.849477624986805e-5
Motor neuron disease,75,75-79 years,1.93578085071068,Ageing-related,Adult (late),B.5.5,4.25643288232172e-5
Motor neuron disease,80,80-84 years,1.271556671662452,Ageing-related,Adult (late),B.5.5,4.208679727848899e-5
Motor neuron disease,85,85-89 years,0.6696790573056286,Ageing-related,Adult (late),B.5.5,3.575419038422545e-5
Motor neuron disease,90,90-94 years,0.05412633151464664,Ageing-related,Adult (late),B.5.5,3.0118580714941993e-5
Motor neuron disease,95,95-99 years,-0.2103910300227049,Ageing-related,Adult (late),B.5.5,3.1035053740738066e-5
Motor vehicle road injuries,0,0-1 years,-0.2668922109345431,Adult,Adult (early),C.1.1.4,7.351454230051374e-5
Motor vehicle road injuries,1,1-4 years,-1.057903586347696,Adult,Adult (early),C.1.1.4,2.523535516678944e-4
Motor vehicle road injuries,5,5-9 years,-1.528853003335208,Adult,Adult (early),C.1.1.4,7.424733884996117e-4
Motor vehicle road injuries,10,10-14 years,-1.754860727606771,Adult,Adult (early),C.1.1.4,0.0014163082561000407
Motor vehicle road injuries,15,15-19 years,0.416154184717193,Adult,Adult (early),C.1.1.4,0.0030470882443546414
Motor vehicle road injuries,20,20-24 years,1.867693765335716,Adult,Adult (early),C.1.1.4,0.004533045506404799
Motor vehicle road injuries,25,25-29 years,1.483844636912011,Adult,Adult (early),C.1.1.4,0.004695862961135242
Motor vehicle road injuries,30,30-34 years,1.248106583523068,Adult,Adult (early),C.1.1.4,0.004950971356509483
Motor vehicle road injuries,35,35-39 years,1.191556850644472,Adult,Adult (early),C.1.1.4,0.005315789594962356
Motor vehicle road injuries,40,40-44 years,0.9576830646699452,Adult,Adult (early),C.1.1.4,0.005436817510777484
Motor vehicle road injuries,45,45-49 years,0.6375801979795535,Adult,Adult (early),C.1.1.4,0.005067016588642663
Motor vehicle road injuries,50,50-54 years,0.4703313462307965,Adult,Adult (early),C.1.1.4,0.004307145730607571
Motor vehicle road injuries,55,55-59 years,0.4337719384374022,Adult,Adult (early),C.1.1.4,0.003895026828817299
Motor vehicle road injuries,60,60-64 years,0.2231651746441177,Adult,Adult (early),C.1.1.4,0.0032895893543036367
Motor vehicle road injuries,65,65-69 years,-0.01853073005260615,Adult,Adult (early),C.1.1.4,0.0024634046373429976
Motor vehicle road injuries,70,70-74 years,-0.1995689872722729,Adult,Adult (early),C.1.1.4,0.0018562271815665964
Motor vehicle road injuries,75,75-79 years,-0.3995048503393826,Adult,Adult (early),C.1.1.4,0.0015143421740900504
Motor vehicle road injuries,80,80-84 years,-0.6542243660274628,Adult,Adult (early),C.1.1.4,0.0012424586608326628
Motor vehicle road injuries,85,85-89 years,-0.862794196582834,Adult,Adult (early),C.1.1.4,0.0010939229101171622
Motor vehicle road injuries,90,90-94 years,-1.039254449246815,Adult,Adult (early),C.1.1.4,0.0010172079891083222
Motor vehicle road injuries,95,95-99 years,-1.147500635348679,Adult,Adult (early),C.1.1.4,9.923289446698096e-4
Motorcyclist road injuries,0,0-1 years,-1.245801265603611,Adult,Adult (early),C.1.1.3,2.3399512164470434e-4
Motorcyclist road injuries,1,1-4 years,-1.522450493175716,Adult,Adult (early),C.1.1.3,4.313747575276745e-4
Motorcyclist road injuries,5,5-9 years,-1.618279940031817,Adult,Adult (early),C.1.1.3,6.627530748946466e-4
Motorcyclist road injuries,10,10-14 years,-1.500658227058698,Adult,Adult (early),C.1.1.3,0.0010353144415992084
Motorcyclist road injuries,15,15-19 years,0.436953619668657,Adult,Adult (early),C.1.1.3,0.0023534119177855504
Motorcyclist road injuries,20,20-24 years,1.794777828713339,Adult,Adult (early),C.1.1.3,0.0035593091671140956
Motorcyclist road injuries,25,25-29 years,1.319138097895467,Adult,Adult (early),C.1.1.3,0.003391369005024203
Motorcyclist road injuries,30,30-34 years,1.044219363913278,Adult,Adult (early),C.1.1.3,0.0030638118877916545
Motorcyclist road injuries,35,35-39 years,0.9973847126842101,Adult,Adult (early),C.1.1.3,0.002989300146397748
Motorcyclist road injuries,40,40-44 years,0.9272283347318202,Adult,Adult (early),C.1.1.3,0.002887989755606897
Motorcyclist road injuries,45,45-49 years,0.8036742121562561,Adult,Adult (early),C.1.1.3,0.002781820131192124
Motorcyclist road injuries,50,50-54 years,0.686573367418531,Adult,Adult (early),C.1.1.3,0.0029234072468957936
Motorcyclist road injuries,55,55-59 years,0.60983449938914,Adult,Adult (early),C.1.1.3,0.0029907574405383455
Motorcyclist road injuries,60,60-64 years,0.3249076750235641,Adult,Adult (early),C.1.1.3,0.0029622416425160083
Motorcyclist road injuries,65,65-69 years,0.2274383612064679,Adult,Adult (early),C.1.1.3,0.0029329438756793523
Motorcyclist road injuries,70,70-74 years,-0.02884643941594078,Adult,Adult (early),C.1.1.3,0.0026657898021277804
Motorcyclist road injuries,75,75-79 years,-0.2633250510115296,Adult,Adult (early),C.1.1.3,0.002538018759291293
Motorcyclist road injuries,80,80-84 years,-0.4302554562604431,Adult,Adult (early),C.1.1.3,0.0025791349075232517
Motorcyclist road injuries,85,85-89 years,-0.6571770326589834,Adult,Adult (early),C.1.1.3,0.0024089946995956932
Motorcyclist road injuries,90,90-94 years,-0.8710545524976511,Adult,Adult (early),C.1.1.3,0.002150160318448444
Motorcyclist road injuries,95,95-99 years,-1.034281615086331,Adult,Adult (early),C.1.1.3,0.001984741240483791
Multidrug-resistant tuberculosis without extensive drug resistance,0,0-1 years,2.326366338151224,Ageing-related,Adult (late),A.2.1.3,2.367447347267799e-5
Multidrug-resistant tuberculosis without extensive drug resistance,1,1-4 years,-0.9655846781379028,Ageing-related,Adult (late),A.2.1.3,1.6797669593900206e-5
Multidrug-resistant tuberculosis without extensive drug resistance,5,5-9 years,-1.642852151449946,Ageing-related,Adult (late),A.2.1.3,1.3189191640753194e-5
Multidrug-resistant tuberculosis without extensive drug resistance,10,10-14 years,-1.674139230115313,Ageing-related,Adult (late),A.2.1.3,2.0444502823155206e-5
Multidrug-resistant tuberculosis without extensive drug resistance,15,15-19 years,-1.342984366136312,Ageing-related,Adult (late),A.2.1.3,5.472563277573504e-5
Multidrug-resistant tuberculosis without extensive drug resistance,20,20-24 years,-0.8413945402802833,Ageing-related,Adult (late),A.2.1.3,6.794701283216122e-5
Multidrug-resistant tuberculosis without extensive drug resistance,25,25-29 years,-0.570029169215906,Ageing-related,Adult (late),A.2.1.3,7.064481174212763e-5
Multidrug-resistant tuberculosis without extensive drug resistance,30,30-34 years,-0.2967012480656918,Ageing-related,Adult (late),A.2.1.3,7.617085605857235e-5
Multidrug-resistant tuberculosis without extensive drug resistance,35,35-39 years,8.393876764497201e-4,Ageing-related,Adult (late),A.2.1.3,7.663798181203601e-5
Multidrug-resistant tuberculosis without extensive drug resistance,40,40-44 years,0.1739011018414049,Ageing-related,Adult (late),A.2.1.3,7.899435193237798e-5
Multidrug-resistant tuberculosis without extensive drug resistance,45,45-49 years,0.294326280961844,Ageing-related,Adult (late),A.2.1.3,7.0645954332058635e-05
Multidrug-resistant tuberculosis without extensive drug resistance,50,50-54 years,0.5404460264905355,Ageing-related,Adult (late),A.2.1.3,6.917713358338068e-5
Multidrug-resistant tuberculosis without extensive drug resistance,55,55-59 years,0.8044321130980729,Ageing-related,Adult (late),A.2.1.3,8.215177509951596e-5
Multidrug-resistant tuberculosis without extensive drug resistance,60,60-64 years,0.7607510822413354,Ageing-related,Adult (late),A.2.1.3,8.264587284352084e-5
Multidrug-resistant tuberculosis without extensive drug resistance,65,65-69 years,0.7576437712186566,Ageing-related,Adult (late),A.2.1.3,8.046499232926128e-5
Multidrug-resistant tuberculosis without extensive drug resistance,70,70-74 years,1.066362949392018,Ageing-related,Adult (late),A.2.1.3,6.931029735719498e-5
Multidrug-resistant tuberculosis without extensive drug resistance,75,75-79 years,0.9779888901936735,Ageing-related,Adult (late),A.2.1.3,6.5668739147386e-5
Multidrug-resistant tuberculosis without extensive drug resistance,80,80-84 years,0.9065404190451962,Ageing-related,Adult (late),A.2.1.3,7.475555631849947e-5
Multidrug-resistant tuberculosis without extensive drug resistance,85,85-89 years,0.1397121450444492,Ageing-related,Adult (late),A.2.1.3,7.40609704047808e-5
Multidrug-resistant tuberculosis without extensive drug resistance,90,90-94 years,-0.5032521511816337,Ageing-related,Adult (late),A.2.1.3,6.936701590235504e-5
Multidrug-resistant tuberculosis without extensive drug resistance,95,95-99 years,-0.9123729707718742,Ageing-related,Adult (late),A.2.1.3,5.122729512546119e-5
Multiple myeloma,0,0-1 years,-0.9177357662250016,Ageing-related,Ageing-related,B.1.27,0
Multiple myeloma,1,1-4 years,-0.9177357662250016,Ageing-related,Ageing-related,B.1.27,0
Multiple myeloma,5,5-9 years,-0.9177357662250016,Ageing-related,Ageing-related,B.1.27,0
Multiple myeloma,10,10-14 years,-0.9177357662250016,Ageing-related,Ageing-related,B.1.27,0
Multiple myeloma,15,15-19 years,-0.9177357662250016,Ageing-related,Ageing-related,B.1.27,0
Multiple myeloma,20,20-24 years,-0.8928046748794751,Ageing-related,Ageing-related,B.1.27,6.123854217702992e-7
Multiple myeloma,25,25-29 years,-0.8896291626663778,Ageing-related,Ageing-related,B.1.27,7.094393287444753e-7
Multiple myeloma,30,30-34 years,-0.8653364568435934,Ageing-related,Ageing-related,B.1.27,1.2761289903325984e-6
Multiple myeloma,35,35-39 years,-0.8199344626047177,Ageing-related,Ageing-related,B.1.27,2.5248045484454275e-6
Multiple myeloma,40,40-44 years,-0.7205397537144443,Ageing-related,Ageing-related,B.1.27,5.339879533457955e-6
Multiple myeloma,45,45-49 years,-0.5798741925660189,Ageing-related,Ageing-related,B.1.27,1.0922396755056153e-5
Multiple myeloma,50,50-54 years,-0.3117787458082848,Ageing-related,Ageing-related,B.1.27,2.249013293450298e-5
Multiple myeloma,55,55-59 years,0.05482515284098674,Ageing-related,Ageing-related,B.1.27,3.9706110869139216e-5
Multiple myeloma,60,60-64 years,0.5132515424872829,Ageing-related,Ageing-related,B.1.27,6.329264364508633e-5
Multiple myeloma,65,65-69 years,0.9284743079058404,Ageing-related,Ageing-related,B.1.27,9.084982499522995e-5
Multiple myeloma,70,70-74 years,1.394439127389469,Ageing-related,Ageing-related,B.1.27,1.3011235832375147e-4
Multiple myeloma,75,75-79 years,1.594623254934445,Ageing-related,Ageing-related,B.1.27,1.6421074111139656e-4
Multiple myeloma,80,80-84 years,1.603886617959347,Ageing-related,Ageing-related,B.1.27,1.9826439939924344e-4
Multiple myeloma,85,85-89 years,1.593127226064882,Ageing-related,Ageing-related,B.1.27,2.3554666248448814e-4
Multiple myeloma,90,90-94 years,1.246196786644296,Ageing-related,Ageing-related,B.1.27,2.339725603653548e-4
Multiple myeloma,95,95-99 years,0.7397522639813694,Ageing-related,Ageing-related,B.1.27,2.0699049418380244e-4
Multiple sclerosis,0,0-1 years,-1.398450174468466,Ageing-related,Adult (late),B.5.4,0
Multiple sclerosis,1,1-4 years,-1.398450174468466,Ageing-related,Adult (late),B.5.4,0
Multiple sclerosis,5,5-9 years,-1.327692890800435,Ageing-related,Adult (late),B.5.4,4.7402724955995886e-7
Multiple sclerosis,10,10-14 years,-1.372411751352006,Ageing-related,Adult (late),B.5.4,2.3731466727412755e-6
Multiple sclerosis,15,15-19 years,-1.303967416620058,Ageing-related,Adult (late),B.5.4,6.003816573192418e-6
Multiple sclerosis,20,20-24 years,-1.102361758629514,Ageing-related,Adult (late),B.5.4,1.219052416272315e-5
Multiple sclerosis,25,25-29 years,-0.8439056379132048,Ageing-related,Adult (late),B.5.4,1.6822948851339777e-5
Multiple sclerosis,30,30-34 years,-0.4613258883065339,Ageing-related,Adult (late),B.5.4,1.6626632847989554e-5
Multiple sclerosis,35,35-39 years,0.04322831972053,Ageing-related,Adult (late),B.5.4,1.5002243395492495e-5
Multiple sclerosis,40,40-44 years,0.4874727895866428,Ageing-related,Adult (late),B.5.4,1.1870559816980522e-5
Multiple sclerosis,45,45-49 years,0.804676499126856,Ageing-related,Adult (late),B.5.4,9.274847119337029e-6
Multiple sclerosis,50,50-54 years,1.082430897164446,Ageing-related,Adult (late),B.5.4,6.818260544935779e-6
Multiple sclerosis,55,55-59 years,1.447588969204688,Ageing-related,Adult (late),B.5.4,4.411596868484231e-6
Multiple sclerosis,60,60-64 years,1.422806163489357,Ageing-related,Adult (late),B.5.4,3.0615773270227277e-6
Multiple sclerosis,65,65-69 years,1.191675966169735,Ageing-related,Adult (late),B.5.4,3.150871335704666e-6
Multiple sclerosis,70,70-74 years,1.05202467686517,Ageing-related,Adult (late),B.5.4,3.22051739443623e-6
Multiple sclerosis,75,75-79 years,0.7477547894321819,Ageing-related,Adult (late),B.5.4,3.301042176908225e-6
Multiple sclerosis,80,80-84 years,0.4539356987329254,Ageing-related,Adult (late),B.5.4,3.3885075057883736e-6
Multiple sclerosis,85,85-89 years,0.3353047931602938,Ageing-related,Adult (late),B.5.4,3.417968816037413e-6
Multiple sclerosis,90,90-94 years,0.1372330013947149,Ageing-related,Adult (late),B.5.4,3.4100055887995334e-6
Multiple sclerosis,95,95-99 years,0.002433128511146056,Ageing-related,Adult (late),B.5.4,3.4145369989014788e-6
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",0,0-1 years,-0.6301776215540655,Ageing-related,Ageing-related,B.1.30.1,3.5950104594334766e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",1,1-4 years,-0.6769928720585472,Ageing-related,Ageing-related,B.1.30.1,2.7331214309370116e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",5,5-9 years,-0.6864932729998282,Ageing-related,Ageing-related,B.1.30.1,1.231737235850796e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",10,10-14 years,-0.6890104056582013,Ageing-related,Ageing-related,B.1.30.1,3.912265315775038e-6
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",15,15-19 years,-0.6887928937084566,Ageing-related,Ageing-related,B.1.30.1,4.024415742133554e-6
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",20,20-24 years,-0.6860694890531538,Ageing-related,Ageing-related,B.1.30.1,5.234947343035646e-6
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",25,25-29 years,-0.6804552495601768,Ageing-related,Ageing-related,B.1.30.1,7.741093171013449e-6
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",30,30-34 years,-0.6748187119726515,Ageing-related,Ageing-related,B.1.30.1,1.3028078912248748e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",35,35-39 years,-0.6622664661917096,Ageing-related,Ageing-related,B.1.30.1,2.0662199011967384e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",40,40-44 years,-0.6388441538141575,Ageing-related,Ageing-related,B.1.30.1,3.427565741633949e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",45,45-49 years,-0.6086774366124539,Ageing-related,Ageing-related,B.1.30.1,5.572079212122094e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",50,50-54 years,-0.5475649017052082,Ageing-related,Ageing-related,B.1.30.1,9.541808906720541e-5
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",55,55-59 years,-0.4378675818233269,Ageing-related,Ageing-related,B.1.30.1,1.5828079382246946e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",60,60-64 years,-0.2685476085494087,Ageing-related,Ageing-related,B.1.30.1,1.9789160902286302e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",65,65-69 years,-0.0310100807082373,Ageing-related,Ageing-related,B.1.30.1,2.127541434088551e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",70,70-74 years,0.3293369471686023,Ageing-related,Ageing-related,B.1.30.1,2.0992263592177466e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",75,75-79 years,0.7588569952907201,Ageing-related,Ageing-related,B.1.30.1,1.6449951285310994e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",80,80-84 years,1.215289154220376,Ageing-related,Ageing-related,B.1.30.1,1.3803825223834205e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",85,85-89 years,1.798865238969919,Ageing-related,Ageing-related,B.1.30.1,1.4678744157407795e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",90,90-94 years,2.191735560635719,Ageing-related,Ageing-related,B.1.30.1,1.83467088586826e-4
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",95,95-99 years,2.313504849684246,Ageing-related,Ageing-related,B.1.30.1,2.483048798449532e-4
Myocarditis,0,0-1 years,1.049057786120637,Ageing-related,Ageing-related,B.2.6.1,6.810496558256907e-5
Myocarditis,1,1-4 years,-0.528494442276392,Ageing-related,Ageing-related,B.2.6.1,6.902573511634411e-5
Myocarditis,5,5-9 years,-0.6602117583856543,Ageing-related,Ageing-related,B.2.6.1,6.97023203602675e-5
Myocarditis,10,10-14 years,-0.67036724795676494,Ageing-related,Ageing-related,B.2.6.1,7.758009142194811e-5
Myocarditis,15,15-19 years,-0.624020128402522,Ageing-related,Ageing-related,B.2.6.1,9.266501750885398e-5
